NAME,HUMIDITY,LIGHT,NO_MAX,NO_MIN,NO2_MAX,NO2_MIN,OZONE_MAX,OZONE_MIN,PM10_MAX,PM10_MIN,PM2_MAX,PM2_MIN,SO2_MAX,SO2_MIN,CO_MAX,CO_MIN,CO2_MAX,CO2_MIN,SOUND,TEMPRATURE_MAX,TEMPRATURE_MIN,UV_MAX,UV_MIN,AIR_PRESSURE,LASTUPDATEDATETIME,Lattitude,Longitude
PMPML_Bus_Depot_Deccan_15,41.816,3828.325,0,0,106,102,25,0,37,35,28,27,7,6,126,71,29,29,75.538,40,26,0.4,0.1,0.937,8/4/2019 3:31,18.4517156,73.8561703
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 3:46,18.5343565,73.8260579
Chitale Bandhu Corner_41,29.551,3950.065,0,0,66,63,27,0,39,37,30,29,4,3,134,59,29,29,71.185,40,27,0.4,0.4,0.935,8/4/2019 3:46,18.51557,73.8243931
Rajashri_Shahu_Bus_stand_19,29.974,3189.573,0,0,74,71,40,0,37,35,28,27,6,5,69,38,29,29,71.827,38,25,0.6,0.1,0.932,8/4/2019 3:32,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,41.816,3975.968,0,0,106,102,25,0,37,35,28,27,7,6,126,71,29,29,75.538,40,26,0.4,0.1,0.937,8/4/2019 3:46,18.4517156,73.8561703
Pune Railway Station_28,27.312,3371.484,0,0,100,96,25,0,39,37,30,28,5,4,94,54,29,29,83.086,40,26,0.5,0.1,0.937,8/4/2019 3:46,18.5250661,73.7929274
BopadiSquare_65,36.471,53465.889,0,0,68,66,45,0,36,34,28,26,7,6,118,101,29,29,71.827,40,23,0.5,0.1,0.937,8/4/2019 3:46,18.5594267,73.8286556
Lullanagar_Square_14,29.226,8434.129,0,0,100,93,33,0,40,39,30,29,4,4,106,57,29,29,64.794,39,26,0.3,0.3,0.931,8/4/2019 3:46,18.4873065,73.8856497
Karve Statue Square_5,44.363,6724.195,0,0,102,98,32,0,39,34,30,25,6,5,126,76,29,29,64.664,39,26,0,0,0.935,8/4/2019 3:46,18.5017272,73.8135954
Hadapsar_Gadital_01,31.884,5967.405,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.339,38,27,0.1,0.1,0.935,8/4/2019 3:46,18.5018335,73.9414776
Rajashri_Shahu_Bus_stand_19,29.974,3331.627,0,0,74,71,40,0,37,35,28,27,6,5,69,38,29,29,71.827,38,25,0.6,0.1,0.932,8/4/2019 3:46,18.4822385,73.8580916
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 4:01,18.5343565,73.8260579
BopadiSquare_65,36.471,52333.986,0,0,68,66,45,0,36,34,28,26,7,6,118,101,29,29,71.827,40,23,0.5,0.1,0.937,8/4/2019 4:01,18.5594267,73.8286556
PMPML_Bus_Depot_Deccan_15,41.816,4034.253,0,0,106,102,25,0,37,35,28,27,7,6,126,71,29,29,75.538,40,26,0.4,0.1,0.937,8/4/2019 4:01,18.4517156,73.8561703
Hadapsar_Gadital_01,31.884,12357.157,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.339,38,27,0.1,0.1,0.935,8/4/2019 4:01,18.5018335,73.9414776
Chitale Bandhu Corner_41,29.551,4187.193,0,0,66,63,27,0,39,37,30,29,4,3,134,59,29,29,71.185,40,27,0.4,0.4,0.935,8/4/2019 4:01,18.51557,73.8243931
Pune Railway Station_28,27.312,3586.06,0,0,100,96,25,0,39,37,30,28,5,4,94,54,29,29,83.086,40,26,0.5,0.1,0.937,8/4/2019 4:01,18.5250661,73.7929274
Karve Statue Square_5,44.363,3229.035,0,0,102,98,32,0,39,34,30,25,6,5,126,76,29,29,64.664,39,26,0,0,0.935,8/4/2019 4:01,18.5017272,73.8135954
Lullanagar_Square_14,29.226,7372.63,0,0,100,93,33,0,40,39,30,29,4,4,106,57,29,29,64.794,39,26,0.3,0.3,0.931,8/4/2019 4:01,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,29.974,3427.289,0,0,74,71,40,0,37,35,28,27,6,5,69,38,29,29,71.827,38,25,0.6,0.1,0.932,8/4/2019 4:01,18.4822385,73.8580916
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 4:16,18.5343565,73.8260579
Chitale Bandhu Corner_41,29.551,4392.423,0,0,66,63,27,0,39,37,30,29,4,3,134,59,29,29,71.185,40,27,0.4,0.4,0.935,8/4/2019 4:16,18.51557,73.8243931
BopadiSquare_65,36.471,50157.312,0,0,68,66,45,0,36,34,28,26,7,6,118,101,29,29,71.827,40,23,0.5,0.1,0.937,8/4/2019 4:16,18.5594267,73.8286556
Lullanagar_Square_14,29.226,11026.457,0,0,100,93,33,0,40,39,30,29,4,4,106,57,29,29,64.794,39,26,0.3,0.3,0.931,8/4/2019 4:16,18.4873065,73.8856497
Karve Statue Square_5,44.363,8492.823,0,0,102,98,32,0,39,34,30,25,6,5,126,76,29,29,64.664,39,26,0,0,0.935,8/4/2019 4:16,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,41.816,4174.608,0,0,106,102,25,0,37,35,28,27,7,6,126,71,29,29,75.538,40,26,0.4,0.1,0.937,8/4/2019 4:16,18.4517156,73.8561703
Hadapsar_Gadital_01,31.884,13676.22,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.339,38,27,0.1,0.1,0.935,8/4/2019 4:16,18.5018335,73.9414776
Pune Railway Station_28,27.312,3826.577,0,0,100,96,25,0,39,37,30,28,5,4,94,54,29,29,83.086,40,26,0.5,0.1,0.937,8/4/2019 4:16,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,29.974,3546.901,0,0,74,71,40,0,37,35,28,27,6,5,69,38,29,29,71.827,38,25,0.6,0.1,0.932,8/4/2019 4:16,18.4822385,73.8580916
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 4:31,18.5343565,73.8260579
Chitale Bandhu Corner_41,21.404,4560.906,0,0,66,64,25,0,39,37,30,29,4,3,134,60,29,29,72.041,40,27,1.3,0.4,0.935,8/4/2019 4:31,18.51557,73.8243931
Karve Statue Square_5,30.645,13164.154,0,0,102,98,31,0,39,35,30,26,5,4,126,77,29,29,63.695,39,26,0.1,0.1,0.935,8/4/2019 4:31,18.5017272,73.8135954
Hadapsar_Gadital_01,25.77,4109.573,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.822,38,27,0.2,0.1,0.935,8/4/2019 4:31,18.5018335,73.9414776
BopadiSquare_65,25.337,47105.587,0,0,68,66,41,0,36,34,28,26,7,6,118,101,29,29,75.785,40,23,1.4,0.1,0.938,8/4/2019 4:31,18.5594267,73.8286556
Lullanagar_Square_14,23.314,11196.983,0,0,99,93,31,0,40,39,30,29,4,4,106,58,29,29,61.886,39,26,0.6,0.3,0.931,8/4/2019 4:31,18.4873065,73.8856497
Pune Railway Station_28,18.999,3955.427,0,0,100,96,23,0,39,37,30,28,5,4,94,54,29,29,83.084,40,26,1.5,0.1,0.937,8/4/2019 4:31,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,21.931,3625.012,0,0,74,71,37,0,37,35,28,27,6,5,69,39,29,29,70.496,38,25,1.8,0.1,0.933,8/4/2019 4:31,18.4822385,73.8580916
PMPML_Bus_Depot_Deccan_15,27.281,4375.263,0,0,106,102,24,0,37,35,28,27,6,5,126,71,29,29,75.618,40,26,0.9,0.1,0.937,8/4/2019 4:31,18.4517156,73.8561703
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 4:46,18.5343565,73.8260579
BopadiSquare_65,25.337,43605.511,0,0,68,66,41,0,36,34,28,26,7,6,118,101,29,29,75.785,40,23,1.4,0.1,0.938,8/4/2019 4:46,18.5594267,73.8286556
Hadapsar_Gadital_01,25.77,3713.966,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.822,38,27,0.2,0.1,0.935,8/4/2019 4:46,18.5018335,73.9414776
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 5:01,18.5343565,73.8260579
BopadiSquare_65,25.337,39942.658,0,0,68,66,41,0,36,34,28,26,7,6,118,101,29,29,75.785,40,23,1.4,0.1,0.938,8/4/2019 5:01,18.5594267,73.8286556
Chitale Bandhu Corner_41,21.404,4682.202,0,0,66,64,25,0,39,37,30,29,4,3,134,60,29,29,72.041,40,27,1.3,0.4,0.935,8/4/2019 4:46,18.51557,73.8243931
Lullanagar_Square_14,23.314,13759.719,0,0,99,93,31,0,40,39,30,29,4,4,106,58,29,29,61.886,39,26,0.6,0.3,0.931,8/4/2019 4:46,18.4873065,73.8856497
Karve Statue Square_5,30.645,6916.961,0,0,102,98,31,0,39,35,30,26,5,4,126,77,29,29,63.695,39,26,0.1,0.1,0.935,8/4/2019 4:46,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,21.931,3665.769,0,0,74,71,37,0,37,35,28,27,6,5,69,39,29,29,70.496,38,25,1.8,0.1,0.933,8/4/2019 4:46,18.4822385,73.8580916
Pune Railway Station_28,18.999,4000.705,0,0,100,96,23,0,39,37,30,28,5,4,94,54,29,29,83.084,40,26,1.5,0.1,0.937,8/4/2019 4:46,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,27.281,4475.765,0,0,106,102,24,0,37,35,28,27,6,5,126,71,29,29,75.618,40,26,0.9,0.1,0.937,8/4/2019 4:46,18.4517156,73.8561703
Chitale Bandhu Corner_41,21.404,4777.652,0,0,66,64,25,0,39,37,30,29,4,3,134,60,29,29,72.041,40,27,1.3,0.4,0.935,8/4/2019 5:01,18.51557,73.8243931
Karve Statue Square_5,30.645,6703.121,0,0,102,98,31,0,39,35,30,26,5,4,126,77,29,29,63.695,39,26,0.1,0.1,0.935,8/4/2019 5:01,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,21.931,3641.034,0,0,74,71,37,0,37,35,28,27,6,5,69,39,29,29,70.496,38,25,1.8,0.1,0.933,8/4/2019 5:01,18.4822385,73.8580916
Hadapsar_Gadital_01,25.77,3554.497,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.822,38,27,0.2,0.1,0.935,8/4/2019 5:01,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,27.281,4544.405,0,0,106,102,24,0,37,35,28,27,6,5,126,71,29,29,75.618,40,26,0.9,0.1,0.937,8/4/2019 5:01,18.4517156,73.8561703
Lullanagar_Square_14,23.314,7121.663,0,0,99,93,31,0,40,39,30,29,4,4,106,58,29,29,61.886,39,26,0.6,0.3,0.931,8/4/2019 5:01,18.4873065,73.8856497
Pune Railway Station_28,18.999,4008.678,0,0,100,96,23,0,39,37,30,28,5,4,94,54,29,29,83.084,40,26,1.5,0.1,0.937,8/4/2019 5:01,18.5250661,73.7929274
Goodluck Square_Cafe_23,,,0,0,,,,,,,,,,,,,,,,,,,,,8/4/2019 5:16,18.5343565,73.8260579
Chitale Bandhu Corner_41,21.404,4898.756,0,0,66,64,25,0,39,37,30,29,4,3,134,60,29,29,72.041,40,27,1.3,0.4,0.935,8/4/2019 5:16,18.51557,73.8243931
Hadapsar_Gadital_01,25.77,3350.897,0,0,126,118,19,0,40,38,30,29,8,6,131,96,29,29,77.822,38,27,0.2,0.1,0.935,8/4/2019 5:16,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,27.281,4476.326,0,0,106,102,24,0,37,35,28,27,6,5,126,71,29,29,75.618,40,26,0.9,0.1,0.937,8/4/2019 5:16,18.4517156,73.8561703
Pune Railway Station_28,18.999,3986.248,0,0,100,96,23,0,39,37,30,28,5,4,94,54,29,29,83.084,40,26,1.5,0.1,0.937,8/4/2019 5:16,18.5250661,73.7929274
Karve Statue Square_5,30.645,2408.17,0,0,102,98,31,0,39,35,30,26,5,4,126,77,29,29,63.695,39,26,0.1,0.1,0.935,8/4/2019 5:16,18.5017272,73.8135954
BopadiSquare_65,25.337,33970.609,0,0,68,66,41,0,36,34,28,26,7,6,118,101,29,29,75.785,40,23,1.4,0.1,0.938,8/4/2019 5:16,18.5594267,73.8286556
Rajashri_Shahu_Bus_stand_19,21.931,3590.786,0,0,74,71,37,0,37,35,28,27,6,5,69,39,29,29,70.496,38,25,1.8,0.1,0.933,8/4/2019 5:16,18.4822385,73.8580916
Lullanagar_Square_14,23.314,5175.703,0,0,99,93,31,0,40,39,30,29,4,4,106,58,29,29,61.886,39,26,0.6,0.3,0.931,8/4/2019 5:16,18.4873065,73.8856497
Lullanagar_Square_14,19.944,4857.296,0,0,98,93,28,0,40,39,30,29,4,3,106,64,29,29,64.678,38,26,0.6,0.3,0.931,8/4/2019 5:31,18.4873065,73.8856497
Hadapsar_Gadital_01,22.093,3186.899,0,0,126,118,18,0,40,38,30,29,8,6,131,96,29,29,78.536,38,27,0.3,0.1,0.935,8/4/2019 5:31,18.5018335,73.9414776
Karve Statue Square_5,20.043,1911.664,0,0,102,98,28,0,39,35,30,26,5,4,126,81,29,29,62.789,39,26,0.3,0.1,0.935,8/4/2019 5:32,18.5017272,73.8135954
Chitale Bandhu Corner_41,17.915,5001.104,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,73.591,40,27,2.5,0.4,0.935,8/4/2019 5:32,18.51557,73.8243931
Goodluck Square_Cafe_23,16.817,1109.199,0,0,,,,,,,,,,,,,,,58.9,,,,,0.937,8/4/2019 5:32,18.5343565,73.8260579
BopadiSquare_65,20.846,12429.65,0,0,68,66,40,0,36,34,28,26,7,6,118,101,29,29,76.862,40,23,2.6,0.1,0.938,8/4/2019 5:32,18.5594267,73.8286556
BopadiSquare_65,20.846,11343.671,0,0,68,66,40,0,36,34,28,26,7,6,118,101,29,29,76.862,40,23,2.6,0.1,0.938,8/4/2019 5:46,18.5594267,73.8286556
Rajashri_Shahu_Bus_stand_19,19.129,3494.661,0,0,74,71,37,0,37,35,28,27,6,5,69,41,29,29,71.708,37,25,3.5,0.1,0.933,8/4/2019 5:32,18.4822385,73.8580916
Pune Railway Station_28,17.492,3991.708,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.37,40,26,2.9,0.1,0.937,8/4/2019 5:32,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,20.454,4378.412,0,0,106,102,22,0,37,35,28,27,6,5,126,71,29,29,76.692,39,26,1.4,0.1,0.937,8/4/2019 5:32,18.4517156,73.8561703
Goodluck Square_Cafe_23,16.902,1082.678,0,0,,,,,,,,,,,,,,,58.977,,,,,0.937,8/4/2019 5:46,18.5343565,73.8260579
PMPML_Bus_Depot_Deccan_15,20.454,4228.875,0,0,106,102,22,0,37,35,28,27,6,5,126,71,29,29,76.692,39,26,1.4,0.1,0.937,8/4/2019 5:46,18.4517156,73.8561703
Pune Railway Station_28,17.492,3853.116,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.37,40,26,2.9,0.1,0.937,8/4/2019 5:46,18.5250661,73.7929274
Chitale Bandhu Corner_41,17.915,5133.566,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,73.591,40,27,2.5,0.4,0.935,8/4/2019 5:46,18.51557,73.8243931
Hadapsar_Gadital_01,22.093,3027.821,0,0,126,118,18,0,40,38,30,29,8,6,131,96,29,29,78.536,38,27,0.3,0.1,0.935,8/4/2019 5:46,18.5018335,73.9414776
Karve Statue Square_5,20.043,1858.265,0,0,102,98,28,0,39,35,30,26,5,4,126,81,29,29,62.789,39,26,0.3,0.1,0.935,8/4/2019 5:46,18.5017272,73.8135954
Lullanagar_Square_14,19.944,4531.542,0,0,98,93,28,0,40,39,30,29,4,3,106,64,29,29,64.678,38,26,0.6,0.3,0.931,8/4/2019 5:46,18.4873065,73.8856497
Rajashri_Shahu_Bus_stand_19,19.129,3391.382,0,0,74,71,37,0,37,35,28,27,6,5,69,41,29,29,71.708,37,25,3.5,0.1,0.933,8/4/2019 5:46,18.4822385,73.8580916
Goodluck Square_Cafe_23,16.902,1108.614,0,0,,,,,,,,,,,,,,,58.977,,,,,0.937,8/4/2019 6:01,18.5343565,73.8260579
Hadapsar_Gadital_01,22.093,2902.996,0,0,126,118,18,0,40,38,30,29,8,6,131,96,29,29,78.536,38,27,0.3,0.1,0.935,8/4/2019 6:01,18.5018335,73.9414776
Lullanagar_Square_14,19.944,4294.723,0,0,98,93,28,0,40,39,30,29,4,3,106,64,29,29,64.678,38,26,0.6,0.3,0.931,8/4/2019 6:01,18.4873065,73.8856497
Karve Statue Square_5,20.043,1862.219,0,0,102,98,28,0,39,35,30,26,5,4,126,81,29,29,62.789,39,26,0.3,0.1,0.935,8/4/2019 6:01,18.5017272,73.8135954
Rajashri_Shahu_Bus_stand_19,19.129,3262.396,0,0,74,71,37,0,37,35,28,27,6,5,69,41,29,29,71.708,37,25,3.5,0.1,0.933,8/4/2019 6:02,18.4822385,73.8580916
Pune Railway Station_28,17.492,3744.364,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.37,40,26,2.9,0.1,0.937,8/4/2019 6:02,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,20.454,4050.381,0,0,106,102,22,0,37,35,28,27,6,5,126,71,29,29,76.692,39,26,1.4,0.1,0.937,8/4/2019 6:02,18.4517156,73.8561703
Goodluck Square_Cafe_23,16.902,1133.987,0,0,,,,,,,,,,,,,,,58.977,,,,,0.937,8/4/2019 6:16,18.5343565,73.8260579
Chitale Bandhu Corner_41,17.915,5464.903,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,73.591,40,27,2.5,0.4,0.935,8/4/2019 6:16,18.51557,73.8243931
Karve Statue Square_5,20.043,1854.21,0,0,102,98,28,0,39,35,30,26,5,4,126,81,29,29,62.789,39,26,0.3,0.1,0.935,8/4/2019 6:16,18.5017272,73.8135954
Hadapsar_Gadital_01,22.093,2773.618,0,0,126,118,18,0,40,38,30,29,8,6,131,96,29,29,78.536,38,27,0.3,0.1,0.935,8/4/2019 6:16,18.5018335,73.9414776
PMPML_Bus_Depot_Deccan_15,20.454,3850.861,0,0,106,102,22,0,37,35,28,27,6,5,126,71,29,29,76.692,39,26,1.4,0.1,0.937,8/4/2019 6:16,18.4517156,73.8561703
Lullanagar_Square_14,19.944,4085.736,0,0,98,93,28,0,40,39,30,29,4,3,106,64,29,29,64.678,38,26,0.6,0.3,0.931,8/4/2019 6:16,18.4873065,73.8856497
Pune Railway Station_28,17.492,3688.164,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.37,40,26,2.9,0.1,0.937,8/4/2019 6:16,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,19.129,3067.885,0,0,74,71,37,0,37,35,28,27,6,5,69,41,29,29,71.708,37,25,3.5,0.1,0.933,8/4/2019 6:16,18.4822385,73.8580916
Chitale Bandhu Corner_41,15.927,5669.702,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.114,39,27,3.6,0.4,0.934,8/4/2019 6:31,18.51557,73.8243931
Lullanagar_Square_14,19.267,3861.602,0,0,98,93,28,0,40,39,30,29,4,3,106,68,29,29,63.855,38,26,0.7,0.3,0.93,8/4/2019 6:31,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,17.471,3734.586,0,0,106,102,19,0,37,35,28,27,6,5,126,71,29,29,76.16,37,26,1.8,0.1,0.936,8/4/2019 6:31,18.4517156,73.8561703
Karve Statue Square_5,18.045,1832.541,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.86,39,26,1,0.1,0.934,8/4/2019 6:31,18.5017272,73.8135954
Goodluck Square_Cafe_23,15.884,1105.334,0,0,104,104,0,0,48,48,37,37,0,0,102,102,29,29,59.014,38,38,,,0.936,8/4/2019 6:31,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,17.697,2825.781,0,0,75,71,37,0,37,35,28,27,6,5,69,43,29,29,79.192,37,25,3.5,0.1,0.932,8/4/2019 6:31,18.4822385,73.8580916
Pune Railway Station_28,15.7,3741.182,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.064,39,26,4.3,0.1,0.937,8/4/2019 6:31,18.5250661,73.7929274
Hadapsar_Gadital_01,20.142,2616.322,0,0,127,118,16,0,40,38,30,29,8,6,131,96,29,29,80.734,37,27,0.4,0.1,0.934,8/4/2019 6:31,18.5018335,73.9414776
Chitale Bandhu Corner_41,15.927,5824.474,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.114,40,27,3.6,0.4,0.934,8/4/2019 6:46,18.51557,73.8243931
Hadapsar_Gadital_01,20.142,2470.088,0,0,127,118,16,0,40,38,30,29,8,6,131,96,29,29,80.734,38,27,0.4,0.1,0.934,8/4/2019 6:46,18.5018335,73.9414776
Lullanagar_Square_14,19.267,3700.59,0,0,98,93,28,0,40,39,30,29,4,3,106,68,29,29,63.855,39,26,0.7,0.3,0.93,8/4/2019 6:46,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,17.471,3502.675,0,0,106,102,19,0,37,35,28,27,6,5,126,71,29,29,76.16,40,26,1.8,0.1,0.936,8/4/2019 6:46,18.4517156,73.8561703
Rajashri_Shahu_Bus_stand_19,17.697,2547.143,0,0,75,71,37,0,37,35,28,27,6,5,69,43,29,29,79.192,38,25,3.5,0.1,0.932,8/4/2019 6:46,18.4822385,73.8580916
Pune Railway Station_28,15.7,3725.103,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.064,40,26,4.3,0.1,0.937,8/4/2019 6:46,18.5250661,73.7929274
Karve Statue Square_5,18.045,1789.479,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.86,39,26,1,0.1,0.934,8/4/2019 6:46,18.5017272,73.8135954
Goodluck Square_Cafe_23,15.884,1060.083,0,0,104,104,0,0,48,48,37,37,0,0,102,102,,,59.014,,,,,0.936,8/4/2019 6:46,18.5343565,73.8260579
Chitale Bandhu Corner_41,15.927,6045.853,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.114,40,27,3.6,0.4,0.934,8/4/2019 7:01,18.51557,73.8243931
Hadapsar_Gadital_01,20.142,2382.279,0,0,127,118,16,0,40,38,30,29,8,6,131,96,29,29,80.734,38,27,0.4,0.1,0.934,8/4/2019 7:01,18.5018335,73.9414776
Karve Statue Square_5,18.045,1798.111,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.86,39,26,1,0.1,0.934,8/4/2019 7:01,18.5017272,73.8135954
Goodluck Square_Cafe_23,15.884,1112.301,0,0,104,104,0,0,48,48,37,37,0,0,102,102,,,59.014,,,,,0.936,8/4/2019 7:01,18.5343565,73.8260579
Lullanagar_Square_14,19.267,3555.499,0,0,98,93,28,0,40,39,30,29,4,3,106,68,29,29,63.855,39,26,0.7,0.3,0.93,8/4/2019 7:01,18.4873065,73.8856497
Goodluck Square_Cafe_23,15.884,1133.134,0,0,104,104,0,0,48,48,37,37,0,0,102,102,,,59.014,,,,,0.936,8/4/2019 7:22,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,17.697,1825.115,0,0,75,71,37,0,37,35,28,27,6,5,69,43,29,29,79.192,38,25,3.5,0.1,0.932,8/4/2019 7:22,18.4822385,73.8580916
Chitale Bandhu Corner_41,15.927,6499.533,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.114,40,27,3.6,0.4,0.934,8/4/2019 7:22,18.51557,73.8243931
Karve Statue Square_5,18.045,1813.745,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.86,39,26,1,0.1,0.934,8/4/2019 7:22,18.5017272,73.8135954
Pune Railway Station_28,15.7,3787.626,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,82.064,40,26,4.3,0.1,0.937,8/4/2019 7:22,18.5250661,73.7929274
Lullanagar_Square_14,19.267,3389.161,0,0,98,93,28,0,40,39,30,29,4,3,106,68,29,29,63.855,39,26,0.7,0.3,0.93,8/4/2019 7:22,18.4873065,73.8856497
PMPML_Bus_Depot_Deccan_15,17.471,3022.408,0,0,106,102,19,0,37,35,28,27,6,5,126,71,29,29,76.16,40,26,1.8,0.1,0.936,8/4/2019 7:22,18.4517156,73.8561703
Hadapsar_Gadital_01,20.142,2260.015,0,0,127,118,16,0,40,38,30,29,8,6,131,96,29,29,80.734,38,27,0.4,0.1,0.934,8/4/2019 7:22,18.5018335,73.9414776
Goodluck Square_Cafe_23,14.753,1084.623,0,0,110,104,0,0,49,48,38,37,0,0,108,102,,,58.983,,,,,0.935,8/4/2019 7:37,18.5343565,73.8260579
Rajashri_Shahu_Bus_stand_19,16.288,1804.509,0,0,75,71,37,0,37,35,28,27,6,5,69,44,29,29,83.76,38,25,3.5,0.1,0.931,8/4/2019 7:37,18.4822385,73.8580916
Chitale Bandhu Corner_41,14.434,6792.088,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.116,40,27,4.3,0.4,0.934,8/4/2019 7:37,18.51557,73.8243931
Lullanagar_Square_14,16.258,3343.882,0,0,99,93,28,0,40,39,30,29,4,3,106,70,29,29,63.116,39,26,0.8,0.3,0.929,8/4/2019 7:37,18.4873065,73.8856497
Karve Statue Square_5,16.471,1866.547,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.902,39,26,1,0.1,0.933,8/4/2019 7:37,18.5017272,73.8135954
Hadapsar_Gadital_01,17.989,2154.78,0,0,128,118,13,0,40,39,30,29,7,6,131,96,29,29,81.54,38,27,0.4,0.1,0.934,8/4/2019 7:37,18.5018335,73.9414776
Pune Railway Station_28,14.145,3889.284,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,81.618,40,26,5.1,0.1,0.936,8/4/2019 7:37,18.5250661,73.7929274
PMPML_Bus_Depot_Deccan_15,15.851,2960.826,0,0,106,102,19,0,37,35,28,27,6,5,126,71,29,29,77.819,40,26,2.1,0.1,0.936,8/4/2019 7:37,18.4517156,73.8561703
Chitale Bandhu Corner_41,14.434,7234.29,0,0,66,64,23,0,39,37,30,29,4,3,134,60,29,29,74.116,40,27,4.3,0.4,0.934,8/4/2019 7:52,18.51557,73.8243931
Goodluck Square_Cafe_23,14.753,1052.123,0,0,110,104,0,0,49,48,38,37,0,0,108,102,,,58.983,,,,,0.935,8/4/2019 7:52,18.5343565,73.8260579
Hadapsar_Gadital_01,17.989,2070.593,0,0,128,118,13,0,40,39,30,29,7,6,131,96,29,29,81.54,38,27,0.4,0.1,0.934,8/4/2019 7:52,18.5018335,73.9414776
Lullanagar_Square_14,16.258,3277.643,0,0,99,93,28,0,40,39,30,29,4,3,106,70,29,29,63.116,39,26,0.8,0.3,0.929,8/4/2019 7:52,18.4873065,73.8856497
Pune Railway Station_28,14.145,4112.477,0,0,100,96,20,0,39,37,30,28,5,4,94,54,29,29,81.618,40,26,5.1,0.1,0.936,8/4/2019 7:52,18.5250661,73.7929274
Rajashri_Shahu_Bus_stand_19,16.288,1789.741,0,0,75,71,37,0,37,35,28,27,6,5,69,44,29,29,83.76,38,25,3.5,0.1,0.931,8/4/2019 7:52,18.4822385,73.8580916
Karve Statue Square_5,16.471,1903.961,0,0,102,98,27,0,39,35,30,27,5,4,126,81,29,29,62.902,39,26,1,0.1,0.933,8/4/2019 7:52,18.5017272,73.8135954
PMPML_Bus_Depot_Deccan_15,15.851,2977.768,0,0,106,102,19,0,37,35,28,27,6,5,126,71,29,29,77.819,40,26,2.1,0.1,0.936,8/4/2019 7:52,18.4517156,73.8561703
Goodluck Square_Cafe_23,14.753,1035.99,0,0,110,104,0,0,49,48,38,37,0,0,108,102,,,58.983,,,,,0.935,8/4/2019 8:07,18.5343565,73.8260579
